1;3;-12276.416802223039;10917
1;4;-11259.098981039793;2504
2;4;-11720.977523933541;2268
2;3;-11423.105540162984;10818
3;4;-11478.95086792254;2492
3;3;-11665.95973700277;11139
4;4;-10458.766598546932;2411
4;3;-11099.321764925402;10700
5;4;-10759.046721082988;2941
5;3;-11992.523828198726;10489
6;3;-10816.449865075829;11030
6;4;-10917.36471896211;2551
7;4;-11540.06335824668;2796
7;3;-11615.543338761152;10902
8;4;-12803.729702511335;2429
8;3;-11364.85526363304;11302
9;4;-11538.941013178606;2575
9;3;-11567.754808286938;12184
10;3;-11587.0857623524;11405
10;4;-10822.830601854934;2447
11;3;-11072.807529651773;12305
11;4;-12010.114657258813;2764
12;3;-10650.813726001308;12709
12;4;-11016.2444702767;2643
13;4;-11410.979409830526;2868
13;3;-11803.44412605582;13592
14;4;-11635.972410037833;3271
14;3;-10898.657043057783;12895
15;3;-11615.140521508034;11910
15;4;-10803.804708851267;2567
16;4;-11496.42545790226;2397
16;3;-12291.611294859336;11166
17;4;-11328.303690881925;2425
17;3;-10997.71594003404;13960
18;3;-11543.093714718883;12841
18;4;-11416.359442255718;3231
19;3;-12193.176937449489;11002
19;4;-11629.72771258766;2302
20;4;-11640.406415725307;2382
20;3;-11556.37521796776;10069
21;3;-11797.387062759542;10097
21;4;-10795.259210544744;2283
22;3;-10697.994671538965;10441
22;4;-10419.481386416915;2369
23;3;-11170.881358589055;10362
23;4;-11198.167338931718;2214
24;3;-11442.918479252923;10581
24;4;-11016.664515428352;2312
25;3;-11848.32176364297;10195
25;4;-10794.41056300877;2347
26;3;-11734.540842186643;11208
26;4;-10979.976798750537;2400
27;3;-12315.452354606969;10302
27;4;-12067.814890931098;2384
28;4;-10469.756479784284;2343
28;3;-12032.652841419665;10798
29;4;-11403.051956998945;2329
29;3;-11345.618758492285;10753
30;3;-11565.163890054933;11229
30;4;-10408.687741154365;2377
31;3;-11556.896403836885;10661
31;4;-11924.804135773767;2475
32;3;-10984.323621077996;10822
32;4;-11311.147034935831;2528
33;3;-11174.711038960326;10781
33;4;-10897.217444299153;2483
34;4;-11615.361708283843;2335
34;3;-11709.247214236237;10246
35;4;-10897.440280684912;2338
35;3;-11530.21113958559;10173
36;4;-11388.131762287116;2364
36;3;-11844.79350178193;10051
37;4;-12024.380192370416;2319
37;3;-11824.57604639413;10845
38;3;-11691.349705711506;10658
38;4;-11594.949985961846;2336
39;3;-10412.140178750029;10509
39;4;-10847.925464188827;2298
40;4;-10869.48232470168;2330
40;3;-11558.14446891681;10426
41;3;-11577.357875255986;10469
41;4;-10806.024577852031;2317
42;4;-11395.098566058377;2320
42;3;-11201.077990967011;10046
43;3;-11444.67664042643;10663
43;4;-10877.718842674467;2270
44;3;-10548.69744515422;10354
44;4;-11231.276144448013;2291
45;3;-11549.571038130274;10361
45;4;-11657.308361519583;2321
46;4;-11134.268414218515;2331
46;3;-11236.709603189918;10006
47;4;-10992.240019190094;2443
47;3;-11579.725863537487;10247
48;3;-11513.360767608678;10034
48;4;-11598.145502670191;2304
49;4;-11840.9131736911;2298
49;3;-11029.167141002928;9911
50;3;-11099.320869475137;9852
50;4;-10756.784969501861;2275
51;3;-11032.139605258502;10034
51;4;-10784.015775316604;2425
52;3;-10310.582878184305;10022
52;4;-11737.222095180698;2328
53;3;-11783.96671621341;10216
53;4;-11904.760698863476;2324
54;4;-12998.96704063885;2295
54;3;-11119.762267321825;10093
55;3;-10889.448282548034;10222
55;4;-11533.056351243213;2314
56;3;-11451.877181050599;10342
56;4;-10345.446060005726;2365
57;4;-11424.052719711211;2318
57;3;-10471.822326671536;10091
58;4;-11684.4815259431;2349
58;3;-12355.153731437926;10182
59;3;-10834.347821450916;10376
59;4;-12256.839964533086;2287
60;3;-11262.256818925785;10247
60;4;-12109.77938506906;2318
