1;4;-10738.873436195343;2367
1;3;-11625.330422037867;10183
2;4;-10871.023505978395;2290
2;3;-11594.091365723776;12188
3;3;-11332.950614308527;13235
3;4;-10023.29637454455;2455
4;3;-11730.995677750427;10577
4;4;-10003.671700284358;2472
5;3;-11286.21949061434;10552
5;4;-10789.087588698792;2365
6;3;-11832.949046001379;10362
6;4;-11780.978948903372;2297
7;3;-11169.001182918082;10389
7;4;-12310.155356408235;2459
8;3;-11789.298957555806;10478
8;4;-10493.532027532283;2415
9;3;-12894.883522897167;10212
9;4;-11468.007135571055;2424
10;4;-11327.770947232882;2524
10;3;-12164.534455863217;11512
11;4;-11691.6335814263;2601
11;3;-11407.414778694303;10773
12;3;-11430.571227915732;12087
12;4;-10595.350364773167;2588
13;3;-11158.97250713195;11343
13;4;-12176.775751006367;2579
14;3;-10961.877741718221;10887
14;4;-11856.11272968485;2337
15;4;-11472.461021237374;2526
15;3;-10861.065137445908;11379
16;3;-11461.458608583596;11307
16;4;-11829.173127750038;3211
17;3;-11482.307526006822;11828
17;4;-11317.054887763155;2635
18;4;-12262.480740831905;2513
18;3;-12555.464048079104;11395
19;3;-10861.886108716275;11340
19;4;-11709.622464923274;2733
20;3;-12203.19185792336;10900
20;4;-11316.996283711866;2789
21;4;-11829.663417253616;2740
21;3;-11198.119598666834;12085
22;4;-11161.482474451012;2891
22;3;-11003.43922606883;10370
23;3;-10375.367732278226;10126
23;4;-10890.970413811152;2341
24;4;-11235.490230907732;2250
24;3;-11448.073469995968;10400
25;4;-11269.915954609092;2742
25;3;-12210.664870408793;11714
26;3;-11661.193890521356;12062
26;4;-11643.327308138061;2591
27;3;-12076.775256584739;10694
27;4;-12920.994328554538;2493
28;4;-11485.409122851976;2675
28;3;-11815.698520430315;12271
29;3;-11485.367820878766;11066
29;4;-12645.464030551217;2704
30;3;-11120.28052153905;10547
30;4;-11742.655660644008;2528
31;3;-10742.857730918808;11790
31;4;-10926.599682802529;2655
32;3;-10767.30950731376;12100
32;4;-10467.034300939138;2605
33;3;-10745.098373243007;11736
33;4;-10510.606878074992;2641
34;4;-11563.832893547822;2563
34;3;-11506.86866641829;11258
35;3;-12322.461608358139;11709
35;4;-9977.028616940332;2754
36;3;-11135.898937145112;12500
36;4;-11700.517167070067;2605
37;4;-11760.61776100953;2819
37;3;-10441.770675429501;10855
38;3;-12012.779505290135;10946
38;4;-11699.128390300224;2613
39;3;-11921.905393892639;11254
39;4;-11407.241889250123;2815
40;4;-11205.790932447577;2776
40;3;-10808.820230897792;11814
41;4;-11692.40967800187;2744
41;3;-11958.45009407955;11416
42;3;-10667.993556590745;11471
42;4;-10407.792230023284;2453
43;4;-11552.749460971136;2653
43;3;-11599.830149608682;11206
44;3;-10716.4004897931;11122
44;4;-11331.765292554252;2337
45;3;-11184.403166407805;11068
45;4;-12223.018694555532;2636
46;3;-11492.998211088068;11895
46;4;-11709.360388722434;2668
47;3;-11649.158277986173;12591
47;4;-12336.832973613062;2881
48;4;-11367.31651394921;2943
48;3;-11497.661455644136;11774
49;4;-11641.706947920695;2402
49;3;-11915.650056524126;11800
50;4;-12076.631690818182;2677
50;3;-12656.045371160248;11781
51;3;-11517.931067773876;12082
51;4;-11784.438190753472;2587
52;3;-11923.749245557061;11650
52;4;-11413.455246203886;2468
53;4;-12076.014062661057;2408
53;3;-11496.546399648034;10909
54;4;-11270.99440511248;2745
54;3;-11458.421567247826;11240
55;3;-11947.620595796712;11215
55;4;-12014.446296647633;2983
56;3;-10758.862523453;11853
56;4;-11333.74470758482;2476
57;3;-10815.192692746732;11367
57;4;-11650.151725080595;2637
58;3;-10751.768497090978;11344
58;4;-11414.437049290675;2652
59;3;-11870.595236225477;10945
59;4;-10449.462128873547;2960
60;3;-11010.84283165039;11600
60;4;-11715.839213123327;2795
